|VIDEO More Twilight Bloopers - Sneak Peek From The "Twilight Forever' Box Set (Youtube) http://t.co/SqdPXL6A4X| negative -0.0765985
|So no one forgets, deliberately starving civilians--#Syria's latest strategy for fighting the war--is a war crime. http://t.co/il4WuQA9WD| negative -0.080894
|#ThrowBackThursday A teeny, tiny photo with Michael Jackson &amp; Michael and Shakira Caine. Another lifetime. http://t.co/TC2DQMwnlo| negative -0.0856615
|.@RobinsonCano hangs out with @shakira: http://t.co/k7OPr3TqmS http://t.co/nYNlKnjrVt| negative -0.09006
|These iPad kids will never understand the Windows 98 struggle. Paint and Solitaire was all we had :(| negative -0.0910825
|#Syria Completes Destruction Activities to Render Inoperable CW Production Facilities and Mixing/Filling Plants http://t.co/VMYvk8xCay| negative -0.0916045
|Diwali is the occasion to let go of all past misunderstandings and come together in a spirit of celebration.| negative -0.093599
|michael fassbender beat his girlfriend up too but no one cares because he was in the quentin tarantino movie where they pretended to be cool| negative -0.094925
|Obama hates Israel, endangering its existence http://t.co/60o4n8SE7R| negative -0.095549
|UN confirms polio outbreak in #Syria, aid agencies call for 'vaccination ceasefire' http://t.co/XbhG3hj6Uo| negative -0.098357
|This GIF of how a model is Photoshopped and airbrushed to look lighter and thinner is scary http://t.co/5NTKdB9XVp| negative -0.0995795
|The roll away basketball hoop in LeBron's driveway in front of his mansion makes his Samsung Galaxy commercial pretty unrealistic.| negative -0.102562
|MORE: Officials say Israeli warplanes have attacked a target within Syria: http://t.co/7DmCgQpMC4 -SS| negative -0.104791
|Israeli warplanes struck military base near  Syrian city of Latakia today, Obama administration official says. http://t.co/v1vIfTjcEk| negative -0.111792
|"It is better to light a candle than curse the darkness." - Eleanor Roosevelt Support Ed Snowden. This is the work Whistleblowers do.| positive -0.118437
|Did you know that! there is 220 Palestinian children in occupation prison &amp; 30 of them need medical care. #Palestine http://t.co/QmPejYqovT| negative -0.121992
|A father comforts his son after Israeli occupation demolish their home in #Palestine. #Apartheid #Israel ~&gt; http://t.co/WKFTaU1pcn| negative -0.122575
|Exclusive: Syria has destroyed chemical production facilities - watchdog http://t.co/Sf2TPVi5Gn| positive -0.126209
|MORE: Syria has completed destruction of equipment for producing chemical weapons, OPCW official says. http://t.co/PGT2Pj7F5Q - VW| positive -0.126243
|Blustery showers in the northwest tonight. Cloudy with outbreaks of rain in the south. Largely dry with some clearer spells in-between. ^JR| negative -0.13147
|Tried to watch PMQs on energy policies. Cameron &amp; Milliband like children squabbling and shouting at either other. Quite depressing.| negative -0.137772
|Fascinating but depressing story about people (idiots) going to Syria for war tourism. http://t.co/BPtkADbqBc| negative -0.145343
|I'm a bipolar tweeter. One day I'm tweeting up a storm. Next day I tweet once or twice..| negative -0.147548
|Justin Bieber's #Heartbreaker is up against the new One Direction single in this poll. Keep JB in the lead! Vote: http://t.co/g6OHEOW1QR| positive -0.149101
|I hate when people tell me it's raining, but in reality they're peeing on me...| negative -0.156187
|Halloween weather: Rain, strong wind gusts threaten trick-or-treating fun in southern Ontario. http://t.co/QLuFzlTVR4| negative -0.157831
|David Cameron threatens injunction against the Guardian to stop further Snowden leak publications http://t.co/HQpiN8dCPU| negative -0.158803
|Shocking: Cameron's schools policy means you need more qualifications to work in a burger bar than to teach a class http://t.co/fNMLuxeK3t| negative -0.16318
|One Direction and 5 Seconds Of Summer Performing Teenage Dirtbag http://t.co/bENZvfdYnX| positive -0.164045
|When @Ed_Miliband called for action on pension rip-offs a year ago, Cameron's Govt accused him of 'scaremongering' - http://t.co/HELd8tKMeW| negative -0.164851
|Israeli warplanes struck military base near  Syrian city of Latakia today, Obama administration official says. http://t.co/v1vIfTjcEk| negative -0.166806
|Don´t miss Shakira´s LIVESTREAM this Nov. 8th w/@OralB and @Crest announcing some surprises! Follow the event here: http://t.co/8bo3msGbJc| negative -0.168016
|A Guide to Israeli Administrative detention "illegal, Unjust, Racist" #Palestine http://t.co/qtTEiHkq3z http://t.co/XIdd9mrxPR| negative -0.170591
|A news article from 1908 about the Zionist plan to purchase Palestine from the Ottomans, which was rejected by... http://t.co/beOY196mWV| negative -0.173537
|raining on Halloween means staying inside and eating all the trick or treater's candy while watching scary movies on Netflix| negative -0.174937
|iPad air? Glad people won't be struggling with the backbreaking load of a normal iPad for much longer. #firstworldproblems| negative -0.175559
|#PHOTO: #Shakira Departing On A Flight At LAX http://t.co/r0nOTvpy8e| negative -0.189876
|Been messing with this digital drawing app on the iPad. Giant robo http://t.co/yakwSSVMyl| positive -0.193674
|Syria's declared equipment for producing, mixing and filling chemical weapons has been entirely destroyed - OPCW http://t.co/Gce7GzFLDY| negative -0.194107
|Darkness falls across the land, the midnight hour is close at hand. Rain will fall, wind will blow, the weather's bad, the pressure's low.| negative -0.196874
|Today is the 96th anniversary of the  #Balfour Declaration in which the UK illegally 'gave away' Palestine http://t.co/uVZ4rDi9cV| negative -0.202288
|OPCW: Syria has met first chemical weapons destruction deadline http://t.co/25Qb4UNJBN| negative -0.202808
|Death toll in #Syria has been updated to 120,296 casualties by the Syrian Observatory for Human Rights.| negative -0.213352
|Spooky Fog! DENSE FOG ADV. for a few western counties this a.m. Cloudy &amp; very mild today. High 70. A stray shower possible. @FOX29philly| negative -0.213865
|That awkward moment when you get really hungry watching Cloudy with a Chance of Meatballs.| negative -0.223594
|(A cackle is heard from beyond a hill. It's raining now. It's cold and dark. The pavement crumbles. ROOMBA hovers an inch off the ground)| negative -0.226619
|Cloudy days make many people feel depressed. Stand in the sunshine whenever the sun is out to lift your spirits.| negative -0.233963
|Netanyahu Dirty Tricks: Israel Attacks Syria and Gaza - Center for Research on Globalization http://t.co/wtjrmWIFqu| negative -0.236338
|Stuck in a dorm or hotel room? Doesn't mean you can't have a classy breakfast of poached or sunny-side up eggs: http://t.co/aR6aIB1RwE| positive -0.236821
|Stick Figures and Stunted Growth as Warring Syria Goes Hungry http://t.co/MZCvkRWTeU| negative -0.238808
|Interview: See what head of @OPCW-UN team says about next steps for destruction of Syria’s chemical weapons http://t.co/HZ6xGpxXfS| negative -0.253439
|"niall why are you crying" "we wont be performing with one direction anymore" "but youre in one dir-" "Ill miss you" http://t.co/lYLJ759Gwu| negative -0.258682
|Sorry John Mayer, Katy Perry Terima Lamaran Niall 'One Direction' http://t.co/RAkTPzAJqS via @detikhot| negative -0.276401
|Israel is angry with the White House for confirming an airstrike on Syria || http://t.co/CAAcb7wgup| negative -0.281904
|More like "Cloudy with a chance of poor plot structure" Am I right??!| negative -0.2858
|Android 4.3 update for international Samsung Galaxy S III leaks - http://t.co/JAD9gyhF12| negative -0.299525
|Every storm runs, runs out of rain, just like every dark night turns into day. -Gary Allan| positive -0.30108
|Saudis, frustrated with pace of CIA efforts in Syria, plan to expand their own training facilities for rebels. http://t.co/oCtNZZihLx| negative -0.302204
|UN confirms a polio outbreak in Syria, a disaster for Syrians and for the effort to eradicate polio worldwide http://t.co/ezUD5fDCOT| negative -0.307914
|Cameron wrong again 60% of the green taxes on this year's energy bills were introduced by his Tory government #pmqs| negative -0.310008
|Join Labour in its campaignto stop Cameron and Gove's plan for unqualified teachers in the classroom http://t.co/f6Eib14Vip| negative -0.312214
|Snowden says calls for reform prove intel leaks were justified http://t.co/ZmyHlSyEIq| negative -0.32304
|Cameron threatens the Guardian. @grantshapps singles out a BBC journalist - it feels less and less like a democracy round here.| negative -0.323556
|Jennifer Lawrence from The Hunger Games auditioned for the role of Bella Swan in the Twilight series, but lost the role to Kristen Stewart.| negative -0.333319
|"Twilight" was rejected by 14 publishers before being published.| negative -0.346945
|Of course it's raining today. Even God is sad that the Cardinals lost.| negative -0.388845
|iPhone touchscreens are less accurate than Samsung's Galaxy's - but they're more human. http://t.co/YFc0YWXmfB| negative -0.391914
|Starvation in Syria: a war tactic http://t.co/uYWfT3vWOw| negative -0.496748
|We're at Lincoln center for a #boycott Israel Philharmonic demo-Sign reads "#Israel fiddles while #Palestine burns" http://t.co/9K2kfydziz| negative -0.5544
